axis	band	kind	key	en	ru	es	fr	ar
JP	J_81-100	description	JP.J_81-100.dim.7	Always arrives on time and becomes noticeably irritated when others are late; some people find his punctuality excessive.	Всегда приходит вовремя, сильно раздражается, если кто-то опаздывает; некоторые люди считают его пунктуальность чрезмерной.	Siempre llega a tiempo y se irrita notablemente cuando otros llegan tarde; algunas personas encuentran su puntualidad excesiva.	Arrive toujours à l'heure et s'irrite visiblement lorsque d'autres sont en retard ; certaines personnes trouvent sa ponctualité excessive.	يصل دائماً في الوقت المحدد ويضايقه بشكل واضح تأخر الآخرين؛ ويجد بعض الناس في التزامه بالمواعيد مبالغةً.
JP	J_81-100	description	JP.J_81-100.dim.8	Views work as a duty and obligation and does not understand people who treat it as entertainment or pleasure.	Воспринимает работу как долг и обязанность, не понимает людей, которые рассматривают работу как развлечение и удовольствие.	Considera el trabajo un deber y una obligación, y no comprende a quienes lo ven como entretenimiento o placer.	Considère le travail comme un devoir et une obligation, et ne comprend pas ceux qui le voient comme un divertissement ou un plaisir.	يرى العمل واجباً والتزاماً، ولا يفهم من يتعامل معه باعتباره ترفيهاً أو متعة.
JP	J_81-100	description	JP.J_81-100.dim.9	A highly stable member of society and a cornerstone of the community; some people consider him overly conservative.	Максимально стабильный член общества, костяк социума; некоторые люди считают его слишком консервативным.	Es un miembro sumamente estable de la sociedad y un pilar de la comunidad; algunas personas lo consideran demasiado conservador.	Membre particulièrement stable de la société et pilier de la communauté ; certaines personnes le considèrent trop conservateur.	عضو بالغ الاستقرار في المجتمع ويُعدّ ركيزةً أساسية فيه؛ غير أن بعض الناس يرونه محافظاً بشكل مفرط.
JP	J_61-80	band-label	JP.J_61-80.label	Strong Judger	Сильный Рационал	Racional Fuerte	Rationnel Fort	عقلاني قوي
JP	J_61-80	description	JP.J_61-80.dim.0	Maintains clear order in everything — belongings, documents, tasks; others may perceive this need for organization as obsessive.	Чёткий порядок во всём: в вещах, документах, делах; некоторые люди могут считать его желание соблюдать порядок навязчивым.	Mantiene un orden claro en todo: objetos, documentos y tareas; otras personas pueden percibir su necesidad de organización como obsesiva.	Maintient un ordre rigoureux dans tout — affaires, documents, tâches ; d'autres peuvent percevoir ce besoin d'organisation comme une obsession.	يحافظ على نظام دقيق في كل شيء — الأغراض والوثائق والمهام؛ وقد يرى الآخرون في حاجته للتنظيم نوعاً من الوسواس.
JP	J_61-80	description	JP.J_61-80.dim.1	Keeps emotions well under control; needs a compelling reason to shift mood; can work effectively in any physical or emotional state.	Управляет своими эмоциями; для изменения настроения требуется веская причина; может работать в любом физическом и эмоциональном состоянии.	Controla bien sus emociones; necesita una razón de peso para cambiar de humor; puede trabajar en cualquier estado físico o emocional.	Garde ses émotions bien sous contrôle ; il faut une raison valable pour lui faire changer d'humeur ; peut travailler dans n'importe quel état physique ou émotionnel.	يتحكم جيداً في مشاعره؛ ويحتاج إلى سبب وجيه لتغيير مزاجه؛ وقادر على العمل في أي حالة جسدية أو عاطفية.
JP	J_61-80	description	JP.J_61-80.dim.2	Plans work well in advance and dislikes deviating from the plan; if something unplanned gets done, they will add it to the list just to cross it off.	Составляет план работы заранее, не любит отклоняться от него; если сделал то, что не планировал, то внесёт в план, чтобы вычеркнуть как выполненное.	Planifica el trabajo con antelación y no le gusta desviarse del plan; si hace algo no planificado, lo añade a la lista para poder tacharlo.	Planifie le travail à l'avance et n'aime pas déroger au plan ; si quelque chose de non prévu est accompli, il l'ajoute à la liste pour pouvoir le cocher.	يخطط للعمل مسبقاً ولا يحب الخروج عن الخطة؛ وإن أنجز أمراً لم يكن مخططاً له، يضيفه إلى القائمة ليشطبه باعتباره منجزاً.
JP	J_61-80	description	JP.J_61-80.dim.3	Tackles assigned tasks immediately without delay.	Полученные дела выполняет сразу.	Aborda las tareas asignadas de inmediato, sin demora.	S'attaque immédiatement aux tâches confiées, sans délai.	يباشر المهام الموكلة إليه فوراً دون تأخير.
JP	J_61-80	description	JP.J_61-80.dim.4	Expresses thoughts clearly and sequentially, stays on topic, and is difficult to lead off on a tangent during conversation.	Чётко и последовательно излагает мысли, не меняет темы; трудно увести в разговоре в сторону.	Expresa sus ideas de forma clara y ordenada, se mantiene en el tema y es difícil de desviar durante una conversación.	Exprime ses idées de façon claire et ordonnée, reste dans le sujet et est difficile à détourner de la conversation.	يعبّر عن أفكاره بوضوح وتسلسل، ويلتزم بالموضوع، ويصعب إشغاله بأمور جانبية أثناء الحديث.
JP	J_61-80	description	JP.J_61-80.dim.5	Actively seeks to eliminate risk from their affairs; may sometimes take longer than necessary to reach a decision.	Старается исключить риск из своих дел; иногда может принимать решение излишне долго.	Procura eliminar el riesgo de sus actividades; en ocasiones puede tardar más de lo necesario en tomar una decisión.	Cherche à éliminer le risque de ses activités ; peut parfois prendre plus de temps que nécessaire pour prendre une décision.	يسعى إلى تجنب المخاطر في أعماله، وقد يستغرق أحياناً وقتاً أطول من المعتاد في اتخاذ القرارات.
JP	J_61-80	description	JP.J_61-80.dim.6	Finishes current tasks before starting new ones; prefers not to have many things in progress at the same time.	Сперва доделает текущее дело, потом начнёт новое; не любит иметь много дел в работе.	Termina las tareas actuales antes de comenzar nuevas; prefiere no tener muchas cosas en curso al mismo tiempo.	Termine les tâches en cours avant d'en commencer de nouvelles ; préfère ne pas avoir trop de choses en cours simultanément.	يُنهي المهام الحالية قبل أن يبدأ مهاماً جديدة؛ ولا يحبذ أن تكون لديه أعمال كثيرة في آنٍ واحد.
JP	J_61-80	description	JP.J_61-80.dim.7	Always punctual and regularly ends up waiting for others who are habitually late.	Пунктуален, всегда ждёт других, которые вечно опаздывают.	Siempre es puntual y con frecuencia termina esperando a quienes llegan tarde habitualmente.	Toujours ponctuel et se retrouve souvent à attendre ceux qui sont habituellement en retard.	دقيق في المواعيد دائماً، وكثيراً ما يجد نفسه ينتظر الآخرين الذين يتأخرون باستمرار.
JP	J_61-80	description	JP.J_61-80.dim.8	Views work as a duty and obligation; tends to be suspicious of people who treat work as a form of entertainment.	Воспринимает работу как долг и обязанность; с подозрением относится к людям, которые рассматривают работу как развлечение.	Considera el trabajo un deber y una obligación; desconfía de las personas que ven el trabajo como una forma de entretenimiento.	Considère le travail comme un devoir et une obligation ; se méfie des personnes qui voient le travail comme un divertissement.	ينظر إلى العمل باعتباره واجباً والتزاماً؛ ويشك في نوايا من يعاملون العمل على أنه ترفيه أو متعة.
JP	J_61-80	description	JP.J_61-80.dim.9	Conservative by nature; favors traditional values, follows established rules, and expects the same from others.	Консерватор, предпочитает традиционные ценности, соблюдает правила и требует этого от других.	De naturaleza conservadora; valora las tradiciones, sigue las normas establecidas y espera lo mismo de los demás.	De nature conservatrice ; privilégie les valeurs traditionnelles, respecte les règles établies et attend la même chose des autres.	محافظ بطبعه؛ يؤمن بالقيم التقليدية، ويلتزم بالقواعد المعمول بها، ويتوقع الالتزام ذاته من الآخرين.
JP	J_41-60	band-label	JP.J_41-60.label	Pronounced Judger	Выраженный Рационал	Racional Marcado	Rationnel Prononcé	شخصية حاكمة واضحة
JP	J_41-60	description	JP.J_41-60.dim.0	Maintains order in everything: belongings, documents, and tasks.	Придерживается порядка во всём: в вещах, документах, делах.	Mantiene el orden en todo: objetos, documentos y tareas.	Maintient l'ordre en toute chose : affaires personnelles, documents et tâches.	يحافظ على النظام في كل شيء: الأغراض الشخصية والوثائق والمهام.
JP	J_41-60	description	JP.J_41-60.dim.1	Emotionally stable; needs a strong reason to shift mood; can work through physical and emotional discomfort.	Эмоционально стабилен; для изменения настроения требуется веская причина; может работать несмотря на плохое физическое и эмоциональное самочувствие.	Emocionalmente estable; necesita una razón de peso para cambiar de humor; puede trabajar a pesar del malestar físico y emocional.	Émotionnellement stable ; a besoin d'une raison sérieuse pour changer d'humeur ; peut travailler malgré un mal-être physique ou émotionnel.	مستقر عاطفياً؛ يحتاج إلى سبب وجيه لتغيير مزاجه؛ قادر على العمل رغم الانزعاج الجسدي أو العاطفي.
JP	J_41-60	description	JP.J_41-60.dim.2	Plans work in advance and dislikes deviating from the plan.	Составляет план работы заранее, не любит отклоняться от него.	Planifica el trabajo con antelación y no le gusta desviarse del plan establecido.	Planifie son travail à l'avance et n'aime pas s'écarter du plan établi.	يضع خططاً مسبقة للعمل ولا يحبذ الانحراف عنها.
JP	J_41-60	description	JP.J_41-60.dim.3	Handles tasks immediately rather than putting them off until later.	Старается дела делать сразу, не откладывает на завтра.	Resuelve las tareas de inmediato en lugar de posponerlas para después.	Traite les tâches immédiatement plutôt que de les remettre à plus tard.	ينجز المهام فوراً بدلاً من تأجيلها إلى وقت لاحق.
JP	J_41-60	description	JP.J_41-60.dim.4	Expresses thoughts clearly and sequentially, stays on topic, and is difficult to distract.	Излагает мысли чётко, последовательно, не меняет тему; трудно сбить с мысли.	Expresa sus ideas con claridad y de forma ordenada, mantiene el hilo del tema y es difícil de distraer.	Exprime ses idées clairement et de manière structurée, reste dans le sujet et est difficile à distraire.	يعبّر عن أفكاره بوضوح وتسلسل منطقي، ويلتزم بصلب الموضوع ويصعب تشتيت انتباهه.
JP	J_41-60	description	JP.J_41-60.dim.5	Consistent and calculated in actions, always thinking about consequences.	Последователен, в делах расчётлив, думает о последствиях.	Coherente y calculador en sus acciones, siempre pensando en las consecuencias.	Cohérent et réfléchi dans ses actions, pense toujours aux conséquences.	متسق وحسابي في تصرفاته، ويفكر دائماً في العواقب.
JP	J_41-60	description	JP.J_41-60.dim.6	Sees every task through to completion; will not start something new if the current task can be finished first.	Доделывает все дела до конца; не будет начинать новое дело, если можно закончить текущее.	Lleva cada tarea hasta el final; no comenzará algo nuevo si puede terminar lo que tiene pendiente.	Mène chaque tâche à son terme ; ne commencera pas quelque chose de nouveau s'il est possible de finir ce qui est en cours.	يتابع كل مهمة حتى اكتمالها؛ لن يبدأ عملاً جديداً إذا كان بإمكانه إنهاء ما هو قائم أولاً.
JP	J_41-60	description	JP.J_41-60.dim.7	Always arrives on time and does not understand why others might be late.	Всегда приходит вовремя, не понимает, почему другие могут опаздывать.	Siempre llega puntual y no comprende por qué otros pueden llegar tarde.	Arrive toujours à l'heure et ne comprend pas pourquoi les autres peuvent être en retard.	يصل دائماً في الوقت المحدد ولا يدرك لماذا قد يتأخر الآخرون.
JP	J_41-60	description	JP.J_41-60.dim.8	Views work as a duty; lack of enjoyment from a job is not a sufficient reason to leave it.	Воспринимает работу как обязанность; отсутствие удовольствия от работы не станет поводом для её смены.	Considera el trabajo una obligación; la falta de satisfacción laboral no es motivo suficiente para cambiar de empleo.	Considère le travail comme un devoir ; l'absence de plaisir au travail ne constitue pas une raison suffisante pour en changer.	ينظر إلى العمل باعتباره واجباً؛ وغياب المتعة في العمل ليس مبرراً كافياً لتركه.
JP	J_41-60	description	JP.J_41-60.dim.9	Sees themselves as part of a system; unlikely to frequently change jobs or careers; socially stable; respects authority; follows the rules; thrives in large teams.	Считает себя частью системы; не склонен часто менять место работы или профессию; социально стабилен; уважает руководство; играет по правилам; любит большие коллективы.	Se percibe a sí mismo como parte de un sistema; poco propenso a cambiar de trabajo o profesión con frecuencia; socialmente estable; respeta la autoridad; sigue las normas; disfruta de los equipos grandes.	Se perçoit comme faisant partie d'un système ; peu enclin à changer souvent d'emploi ou de métier ; socialement stable ; respecte l'autorité ; suit les règles ; s'épanouit au sein de grandes équipes.	يرى نفسه جزءاً من منظومة أكبر؛ لا يميل إلى تغيير وظيفته أو مهنته بشكل متكرر؛ مستقر اجتماعياً؛ يحترم السلطة؛ يلتزم بالقواعد؛ ويزدهر في بيئات العمل الجماعي الكبيرة.
JP	J_21-40	band-label	JP.J_21-40.label	Moderate Judger	Умеренный Рационал	Racional Moderado	Rationnel Modéré	الحاكم المعتدل
JP	J_21-40	description	JP.J_21-40.dim.0	Generally keeps things, documents, and tasks well organized.	Обычно придерживается порядка в вещах, документах, делах.	Por lo general mantiene sus cosas, documentos y tareas bien organizados.	Garde généralement ses affaires, documents et tâches bien organisés.	يحرص عادةً على تنظيم أشيائه ووثائقه ومهامه بشكل جيد.
JP	J_21-40	description	JP.J_21-40.dim.1	Usually emotionally stable; maintains consistent productivity throughout the workday.	Обычно эмоционально стабилен; ровная трудоспособность на протяжении рабочего дня.	Suele ser emocionalmente estable; mantiene una productividad constante a lo largo de la jornada laboral.	Est habituellement stable émotionnellement ; maintient une productivité régulière tout au long de la journée de travail.	يتسم في الغالب بالاستقرار العاطفي، ويحافظ على إنتاجية منتظمة طوال يوم العمل.
JP	J_21-40	description	JP.J_21-40.dim.2	Prefers working according to a plan, which enhances personal productivity.	Любит работу по плану — это повышает его продуктивность.	Prefiere trabajar siguiendo un plan, lo que mejora su rendimiento personal.	Préfère travailler selon un plan établi, ce qui améliore sa productivité personnelle.	يفضل العمل وفق خطة محددة، مما يعزز إنتاجيته الشخصية.
JP	J_21-40	description	JP.J_21-40.dim.3	Tends not to delay or postpone assigned tasks.	Не любит откладывать полученные задания.	Tiende a no posponer ni retrasar las tareas asignadas.	A tendance à ne pas reporter ou différer les tâches qui lui sont confiées.	لا يميل إلى تأجيل المهام الموكلة إليه أو المماطلة فيها.
JP	J_21-40	description	JP.J_21-40.dim.4	Typically expresses thoughts in a logical sequence and rarely loses track of a conversation.	Обычно излагает мысли последовательно, редко теряет нить разговора.	Normalmente expresa sus ideas de forma ordenada y rara vez pierde el hilo de una conversación.	Exprime généralement ses idées de manière logique et perd rarement le fil d'une conversation.	يعبّر عادةً عن أفكاره بترتيب منطقي ونادراً ما يفقد خيط الحديث.
JP	J_21-40	description	JP.J_21-40.dim.5	Views risk in work and business as an obstacle rather than an opportunity.	Считает, что риск в делах — помеха.	Considera que el riesgo en los negocios y el trabajo es un obstáculo, no una oportunidad.	Considère la prise de risque dans le travail comme un obstacle plutôt qu'une opportunité.	يرى في المخاطرة في العمل والأعمال عقبةً لا فرصة.
JP	J_21-40	description	JP.J_21-40.dim.6	Prefers finishing tasks over starting new ones.	Заканчивать дела любит больше, чем начинать.	Prefiere terminar las tareas antes que comenzar otras nuevas.	Préfère terminer les tâches plutôt qu'en commencer de nouvelles.	يفضل إنهاء المهام على البدء بمهام جديدة.
JP	J_21-40	description	JP.J_21-40.dim.7	Almost always arrives on time and considers being late a personal shortcoming.	Почти всегда приходит вовремя; опоздание считает недостатком.	Casi siempre llega puntual y considera que llegar tarde es un defecto personal.	Arrive presque toujours à l'heure et considère le retard comme un défaut personnel.	يصل في معظم الأوقات في الوقت المحدد، ويعتبر التأخر نقيصة شخصية.
JP	J_21-40	description	JP.J_21-40.dim.8	Approaches work as a duty and responsibility; personal enjoyment is secondary.	Работу воспринимает как обязанность; удовольствие от работы вторично.	Concibe el trabajo como un deber y una responsabilidad; el disfrute personal es secundario.	Perçoit le travail comme un devoir et une responsabilité ; le plaisir personnel passe au second plan.	ينظر إلى العمل باعتباره واجباً ومسؤولية، والمتعة الشخصية تأتي في المرتبة الثانية.
JP	J_21-40	description	JP.J_21-40.dim.9	Rarely changes careers and prefers steady, sequential professional development; tends to thrive in larger organizations.	Редко меняет профессию, предпочитает развиваться последовательно; стремится работать в больших коллективах.	Raramente cambia de profesión y prefiere un desarrollo profesional progresivo y constante; tiende a prosperar en organizaciones grandes.	Change rarement de carrière et préfère un développement professionnel progressif et cohérent ; s'épanouit davantage au sein de grandes structures.	نادراً ما يغيّر مساره المهني، ويفضل التطور المهني التدريجي والمنتظم؛ ويميل إلى الازدهار في المؤسسات الكبيرة.
JP	J_1-20	band-label	JP.J_1-20.label	Weak Rational	Слабый Рационал	Racional Débil	Rationnel Faible	عقلاني ضعيف
JP	J_1-20	description	JP.J_1-20.dim.0	When given a choice between tidying up and creative work, will choose to bring order.	Если есть выбор: заняться наведением порядка или творческой работой — выберет наведение порядка.	Cuando tiene que elegir entre ordenar el entorno o realizar un trabajo creativo, elige el orden.	Lorsqu'il doit choisir entre mettre de l'ordre et faire un travail créatif, il choisit de mettre de l'ordre.	عند الاختيار بين ترتيب البيئة والقيام بعمل إبداعي، يختار إحلال النظام.
JP	J_1-20	description	JP.J_1-20.dim.1	Mood remains relatively stable throughout the workday and does not significantly affect productivity.	В течение рабочего дня настроение сильно не меняется; работоспособность от настроения зависит не сильно.	El estado de ánimo se mantiene relativamente estable durante la jornada laboral y no afecta significativamente al rendimiento.	L'humeur reste relativement stable tout au long de la journée de travail et n'affecte pas significativement la productivité.	يظل المزاج مستقرًا نسبيًا طوال يوم العمل ولا يؤثر بشكل ملحوظ على الإنتاجية.
JP	J_1-20	description	JP.J_1-20.dim.2	When given a choice between working to a plan or freely, prefers to follow a plan.	Если есть выбор: работать по плану или свободно — предпочтёт работать по плану.	Cuando puede elegir entre trabajar con un plan o libremente, prefiere seguir un plan.	Lorsqu'il peut choisir entre travailler selon un plan ou librement, il préfère suivre un plan.	عند الاختيار بين العمل وفق خطة أو بحرية، يفضل اتباع خطة محددة.
JP	J_1-20	description	JP.J_1-20.dim.3	Typically gets started on a task right away after receiving an assignment.	Как правило, сразу берётся за дело, получив задание.	Por lo general, comienza a trabajar en una tarea de inmediato tras recibirla.	En général, se met au travail immédiatement après avoir reçu une tâche.	يبدأ عادةً في أداء المهمة فور تلقيها دون تأخير.
JP	J_1-20	description	JP.J_1-20.dim.4	Once beginning to express a thought, tends to see it through to completion.	Начав излагать мысль, старается её закончить.	Una vez que empieza a expresar una idea, tiende a llevarla hasta el final.	Une fois qu'il commence à exprimer une idée, il tend à la mener jusqu'à son terme.	بمجرد أن يبدأ في التعبير عن فكرة، يميل إلى إتمامها حتى النهاية.
JP	J_1-20	description	JP.J_1-20.dim.5	Prefers to avoid taking risks.	Старается не рисковать.	Prefiere evitar asumir riesgos.	Préfère éviter de prendre des risques.	يفضل تجنب المخاطرة.
JP	J_1-20	description	JP.J_1-20.dim.6	Finds satisfaction in completing tasks and finishing what was started.	Получает удовольствие от заканчивания дел.	Encuentra satisfacción en completar tareas y terminar lo que empezó.	Trouve de la satisfaction à terminer les tâches et à finir ce qu'il a commencé.	يجد رضا في إتمام المهام وإنهاء ما بدأه.
JP	J_1-20	description	JP.J_1-20.dim.7	Feels uneasy about arriving late or at the wrong time.	Переживает, если придёт не вовремя.	Se siente incómodo si llega tarde o a destiempo.	Se sent mal à l'aise s'il arrive en retard ou au mauvais moment.	يشعر بعدم الارتياح إذا وصل متأخرًا أو في وقت غير مناسب.
JP	J_1-20	description	JP.J_1-20.dim.8	Views work first as a responsibility, and only then as a source of enjoyment.	Работа — это сперва обязанность, а потом удовольствие.	Considera el trabajo ante todo como una obligación y luego como una fuente de placer.	Considère le travail d'abord comme une obligation, puis comme une source de plaisir.	ينظر إلى العمل باعتباره في المقام الأول واجبًا، ثم مصدرًا للمتعة.
JP	J_1-20	description	JP.J_1-20.dim.9	Inclined to follow established rules and develop professionally at a steady, gradual pace.	Склонен соблюдать правила, плавно развиваться в профессии.	Tiende a seguir las normas establecidas y a desarrollarse profesionalmente de manera gradual y constante.	A tendance à respecter les règles établies et à évoluer professionnellement de manière progressive et régulière.	يميل إلى اتباع القواعد المعمول بها والتطور مهنيًا بخطى ثابتة ومتدرجة.
JP	balanced_0-0	band-label	JP.balanced_0-0.label	Judging = Perceiving	Рационал = Иррационал	Racional = Irracional	Rationnel = Irrationnel	عقلاني = لاعقلاني
JP	balanced_0-0	description	JP.balanced_0-0.dim.0	Comfortable with order but can also function in mildly chaotic environments.	Спокойно относится к порядку, может работать и в условиях небольшого хаоса.	Se siente cómodo con el orden, pero también puede trabajar en entornos levemente caóticos.	À l'aise avec l'ordre, mais capable de travailler dans des environnements légèrement chaotiques.	مرتاح للنظام، لكنه قادر أيضًا على العمل في بيئات تسودها فوضى خفيفة.
JP	balanced_0-0	description	JP.balanced_0-0.dim.1	Does not experience significant mood shifts throughout the day.	Серьёзных изменений настроения в течение дня не происходит.	No experimenta cambios significativos de humor a lo largo del día.	Ne connaît pas de variations d'humeur significatives au cours de la journée.	لا يعاني من تقلبات مزاجية ملحوظة على مدار اليوم.
JP	balanced_0-0	description	JP.balanced_0-0.dim.2	Able to work both according to a plan and in a flexible, open-ended manner.	Может работать как по плану, так и свободно.	Capaz de trabajar tanto siguiendo un plan como de manera flexible y abierta.	Capable de travailler aussi bien selon un plan établi que de manière souple et ouverte.	قادر على العمل وفق خطة محددة أو بأسلوب مرن وغير مقيّد.
JP	balanced_0-0	description	JP.balanced_0-0.dim.3	Takes a reasonable pause before beginning an assigned task.	Перед началом выполнения полученного задания берёт разумную паузу.	Toma una pausa razonable antes de comenzar una tarea asignada.	Prend une pause raisonnable avant de commencer une tâche assignée.	يأخذ وقتًا كافيًا للتفكير قبل الشروع في تنفيذ مهمة موكلة إليه.
JP	balanced_0-0	description	JP.balanced_0-0.dim.4	Generally presents thoughts in a logical sequence, though may occasionally lose the thread.	Обычно излагает мысли последовательно, но иногда может и сбиться.	Por lo general presenta sus ideas de forma lógica, aunque en ocasiones puede perder el hilo.	Présente généralement ses idées de façon logique, bien qu'il puisse parfois perdre le fil.	يعرض أفكاره عادةً بشكل منطقي ومتسلسل، وإن كان قد يفقد الخيط أحيانًا.
JP	balanced_0-0	description	JP.balanced_0-0.dim.5	Accepts reasonable levels of risk.	Допускает разумный риск.	Acepta niveles razonables de riesgo.	Accepte des niveaux de risque raisonnables.	يقبل مستويات معقولة من المخاطرة.
JP	balanced_0-0	description	JP.balanced_0-0.dim.6	Equally comfortable starting and finishing tasks.	Начинать и заканчивать дела любит одинаково.	Se siente igual de cómodo comenzando y terminando tareas.	Aussi à l'aise pour commencer que pour terminer des tâches.	يستمتع ببدء المهام وإنجازها بالقدر ذاته.
JP	balanced_0-0	description	JP.balanced_0-0.dim.7	Usually arrives on time, but may occasionally be late.	В основном приходит вовремя, но иногда может и опоздать.	Generalmente llega a tiempo, aunque puede retrasarse ocasionalmente.	Arrive généralement à l'heure, mais peut parfois être en retard.	يصل في الوقت المحدد في الغالب، وإن كان قد يتأخر أحيانًا.
JP	balanced_0-0	description	JP.balanced_0-0.dim.8	Balances duty and enjoyment in their work.	Сочетает в работе обязанность и удовольствие.	Combina el sentido del deber con el placer en su trabajo.	Équilibre le sens du devoir et le plaisir dans son travail.	يوازن بين الالتزام بالواجب والاستمتاع بعمله.
JP	balanced_0-0	description	JP.balanced_0-0.dim.9	Functions well in both large and small teams.	Нормально работает в больших и малых коллективах.	Se desempeña bien tanto en equipos grandes como pequeños.	Fonctionne bien aussi bien dans les grandes que dans les petites équipes.	يؤدي عمله بكفاءة سواء في الفرق الكبيرة أو الصغيرة.
JP	P_1-20	band-label	JP.P_1-20.label	Mild Irrational	Слабый Иррационал	Irracional Leve	Irrationnel Modéré	غير عقلاني خفيف
JP	P_1-20	description	JP.P_1-20.dim.0	When faced with a choice between tidying up and doing creative work, will opt for the creative task.	Если есть выбор: заняться наведением порядка или творческой работой — выберет творческую работу.	Cuando tiene que elegir entre ordenar su entorno o realizar un trabajo creativo, optará por la tarea creativa.	Lorsqu'il doit choisir entre ranger son environnement ou effectuer un travail créatif, il opte pour la tâche créative.	عند الاختيار بين ترتيب البيئة المحيطة والقيام بعمل إبداعي، يميل إلى اختيار المهمة الإبداعية.
JP	P_1-20	description	JP.P_1-20.dim.1	Mood may shift during the workday without any obvious reason, though it rarely has a significant impact on productivity.	Бывает, что в течение рабочего дня меняется настроение без серьёзных видимых причин; на работоспособности сильно не сказывается.	El estado de ánimo puede cambiar durante la jornada laboral sin razones evidentes, aunque rara vez afecta significativamente a la productividad.	L'humeur peut varier au cours de la journée de travail sans raison apparente, bien que cela affecte rarement la productivité de manière significative.	قد يتغير المزاج خلال يوم العمل دون أسباب واضحة، غير أن ذلك نادراً ما يؤثر بشكل ملحوظ على الإنتاجية.
JP	P_1-20	description	JP.P_1-20.dim.2	When given the option to work according to a plan or freely, tends to prefer a flexible, unstructured approach.	Если есть выбор: работать по плану или свободно — предпочтёт свободную работу.	Si puede elegir entre trabajar con un plan o libremente, prefiere un enfoque flexible y sin estructura.	Lorsqu'il a le choix entre travailler selon un plan ou librement, il préfère une approche flexible et non structurée.	عند توفر خيار العمل وفق خطة محددة أو بحرية، يفضل الأسلوب المرن وغير المنظم.
JP	P_1-20	description	JP.P_1-20.dim.3	Does not rush to start a task immediately after receiving an assignment.	Не сразу берётся за дело, получив задание.	No se apresura a comenzar una tarea en cuanto recibe una asignación.	Ne se précipite pas pour commencer une tâche dès réception d'une consigne.	لا يسارع إلى البدء في المهمة فور تلقّي التكليف.
JP	P_1-20	description	JP.P_1-20.dim.4	When expressing a thought, does not always follow it through to a conclusion.	Начав излагать мысль, не всегда доведёт её до конца.	Al expresar un pensamiento, no siempre lo lleva hasta una conclusión clara.	Lorsqu'il exprime une idée, il ne la mène pas toujours jusqu'à une conclusion.	عند التعبير عن فكرة، لا يوصلها دائماً إلى خاتمة واضحة.
JP	P_1-20	description	JP.P_1-20.dim.5	Is capable of taking calculated risks when the situation calls for it.	При необходимости может рискнуть.	Es capaz de asumir riesgos calculados cuando la situación lo requiere.	Est capable de prendre des risques mesurés lorsque la situation l'exige.	قادر على المجازفة بشكل محسوب حين تستدعي الحاجة ذلك.
JP	P_1-20	description	JP.P_1-20.dim.6	Finds genuine enjoyment in starting new projects and initiatives.	Получает удовольствие от начинания дел.	Disfruta genuinamente de iniciar nuevos proyectos e iniciativas.	Trouve un véritable plaisir à lancer de nouveaux projets et initiatives.	يجد متعة حقيقية في الشروع بمشاريع ومبادرات جديدة.
JP	P_1-20	description	JP.P_1-20.dim.7	Does not feel particularly troubled about arriving late or off schedule.	Не переживает, если придёт не вовремя.	No se preocupa especialmente por llegar tarde o fuera del horario previsto.	Ne se préoccupe pas particulièrement d'arriver en retard ou en dehors des horaires prévus.	لا يشعر بالقلق الشديد حين يصل متأخراً أو خارج الوقت المحدد.
JP	P_1-20	description	JP.P_1-20.dim.8	Approaches work as a source of pleasure first and an obligation second.	Работа — это сперва удовольствие, а потом обязанность.	Considera el trabajo primero como una fuente de placer y después como una obligación.	Considère le travail d'abord comme une source de plaisir, puis comme une obligation.	ينظر إلى العمل باعتباره مصدر متعة في المقام الأول، ثم التزاماً بعد ذلك.
JP	P_1-20	description	JP.P_1-20.dim.9	Tends toward innovation and may change jobs or careers more frequently than others.	Склонен к новаторству; может менять работу и профессии чаще остальных.	Tiene tendencia a la innovación y puede cambiar de trabajo o profesión con más frecuencia que los demás.	A tendance à l'innovation et peut changer de poste ou de profession plus souvent que les autres.	يميل إلى الابتكار وقد يغيّر وظائفه أو مهنه بشكل أكثر تكراراً مقارنةً بالآخرين.
JP	P_21-40	band-label	JP.P_21-40.label	Moderate Perceiver	Умеренный Иррационал	Irracional Moderado	Percevant Modéré	غير عقلاني معتدل
JP	P_21-40	description	JP.P_21-40.dim.0	Believes that rigid structure can negatively impact their creative abilities.	Считает, что жёсткий порядок может негативно влиять на его творческие способности.	Cree que una estructura rígida puede afectar negativamente su capacidad creativa.	Estime qu'une structure rigide peut nuire à ses capacités créatives.	يرى أن الهيكل الصارم قد يؤثر سلبًا على قدراته الإبداعية.
JP	P_21-40	description	JP.P_21-40.dim.1	Emotional state and productivity tend to fluctuate throughout the workday.	В течение рабочего дня эмоциональный фон может меняться вместе с работоспособностью.	Su estado emocional y su productividad tienden a fluctuar a lo largo de la jornada laboral.	L'état émotionnel et la productivité ont tendance à varier au cours de la journée de travail.	يميل مزاجه ومستوى إنتاجيته إلى التقلب على مدار يوم العمل.
JP	P_21-40	description	JP.P_21-40.dim.2	Dislikes working according to a plan, as it feels limiting to their freedom of action.	Не любит работу по плану — это ограничивает его свободу действий.	No le gusta trabajar siguiendo un plan, ya que siente que limita su libertad de acción.	N'aime pas travailler selon un plan établi, car cela lui donne l'impression de brider sa liberté d'action.	لا يحب العمل وفق خطة محددة، إذ يشعر أن ذلك يقيّد حريته في التصرف.
